Longitude,Latitude
-0.09172,51.513454
-0.08162,51.516814
-0.093933,51.519812
-0.079607,51.515657
-0.108231,51.513928
-0.077777,51.518046
-0.083959,51.513606
-0.097053,51.518262
-0.081516,51.510014
-0.084621,51.5102
-0.093933,51.519812
-0.077777,51.518046
-0.079786,51.517576
-0.097053,51.518262
-0.086175,51.510945
-0.089218,51.516057
-0.077777,51.518046
-0.092865,51.510182
-0.084967,51.512598
-0.100632,51.515739
-0.084618,51.512682
-0.087118,51.513199
-0.094464,51.512959
-0.083618,51.517288
-0.08315,51.510913
-0.083972,51.510549
-0.085149,51.517196
-0.078484,51.51768
-0.085149,51.517196
-0.094464,51.512959
-0.075196,51.512609
-0.085257,51.5112
-0.079613,51.517231
-0.088203,51.518262
-0.092297,51.518949
-0.087118,51.513199
-0.07421,51.511711
-0.076435,51.513627
-0.082628,51.518189
-0.083086,51.511407
-0.108164,51.516571
-0.074901,51.506255
-0.089858,51.520744
-0.08498,51.516078
-0.076435,51.513627
-0.100974,51.51445
-0.077578,51.510795
-0.104001,51.513051
-0.08767,51.516877
-0.084284,51.510671
-0.093948,51.518077
-0.096363,51.513377
-0.08776,51.517149
-0.091258,51.514157
-0.084768,51.512882
-0.091151,51.514992
-0.078308,51.518091
-0.112939,51.518231
-0.089698,51.511812
-0.077637,51.511453
-0.09071,51.513132
-0.096561,51.514513
-0.097053,51.518262
-0.102502,51.516165
-0.093796,51.512391
-0.097736,51.520206
-0.082748,51.512597
-0.100632,51.515739
-0.078393,51.515728
-0.089451,51.517032
-0.104275,51.511661
-0.080376,51.517244
-0.093465,51.514463
-0.084701,51.50932
-0.07908,51.519615
-0.08162,51.516814
-0.109155,51.516668
-0.091506,51.513037
-0.083296,51.517058
-0.090348,51.519358
-0.088843,51.509532
-0.093948,51.518077
-0.080952,51.514528
-0.081516,51.510014
-0.107485,51.516614
-0.084967,51.512598
-0.092865,51.510182
-0.075146,51.513435
-0.090804,51.51156
-0.08162,51.516814
-0.080034,51.513389
-0.080034,51.513389
-0.083386,51.509757
-0.093398,51.512951
-0.093257,51.51392
-0.084618,51.512682
-0.08162,51.516814
-0.084701,51.50932
-0.092077,51.512147
-0.084967,51.512598
-0.100179,51.514158
-0.089698,51.511812
-0.081549,51.511625
-0.094628,51.514203
-0.096075,51.514766
-0.084967,51.512598
-0.085355,51.510563
-0.080234,51.516855
-0.08162,51.516814
-0.08162,51.516814
-0.08162,51.516814
-0.079786,51.517576
-0.083086,51.511407
-0.080376,51.517244
-0.084967,51.512598
-0.084967,51.512598
-0.086272,51.513114
-0.078393,51.515728
-0.074958,51.514151
-0.079786,51.517576
-0.084967,51.512598
-0.07627,51.515504
-0.084967,51.512598
-0.108018,51.511749
-0.074901,51.506255
-0.092077,51.512147
-0.084967,51.512598
-0.075146,51.513435
-0.084284,51.510671
-0.108231,51.513928
-0.077694,51.513171
-0.09172,51.513454
-0.080376,51.517244
-0.103597,51.519312
-0.084967,51.512598
-0.084967,51.512598
-0.080782,51.514804
-0.090348,51.519358
-0.092077,51.512147
-0.080318,51.520678
-0.093558,51.516703
-0.109709,51.517909
-0.079786,51.517576
-0.091732,51.52108
-0.082965,51.516351
-0.104281,51.516032
-0.092865,51.510182
-0.10328,51.514109
-0.08162,51.516814
-0.094546,51.520658
-0.082628,51.518189
-0.102741,51.513885
-0.079011,51.509614
-0.08107,51.51239
-0.084284,51.510671
-0.097053,51.518262
-0.085173,51.51868
-0.09071,51.513132
-0.102741,51.513885
-0.092077,51.512147
-0.092625,51.513865
-0.08154,51.510806
-0.092719,51.512652
-0.097053,51.518262
-0.080376,51.517244
-0.110735,51.517836
-0.078488,51.517923
-0.094628,51.514203
-0.093933,51.519812
-0.09238,51.51351
-0.097645,51.515142
-0.102741,51.513885
-0.093057,51.520085
-0.084967,51.512598
-0.083506,51.509993
-0.09172,51.513454
-0.081516,51.510014
-0.082965,51.516351
-0.084621,51.5102
-0.095015,51.51322
-0.094115,51.516497
-0.110471,51.517265
-0.083587,51.512171
-0.084967,51.512598
-0.097053,51.518262
-0.089435,51.511223
-0.097645,51.515142
-0.088203,51.518262
-0.083386,51.509757
-0.086166,51.510828
-0.092865,51.510182
-0.108175,51.51283
-0.083755,51.514358
-0.075146,51.513435
-0.078856,51.518433
-0.075722,51.511053
-0.08162,51.516814
-0.083993,51.51144
-0.079786,51.517576
-0.078856,51.518433
-0.093398,51.512951
-0.088203,51.518262
-0.096814,51.512952
-0.082965,51.516351
-0.094464,51.512959
-0.078488,51.517923
-0.100974,51.51445
-0.07624,51.504245
-0.075196,51.512609
-0.092077,51.512147
-0.107672,51.517678
-0.094464,51.512959
-0.100179,51.514158
-0.094468,51.521853
-0.101055,51.513552
-0.099716,51.511435
-0.108231,51.513928
-0.090348,51.519358
-0.108231,51.513928
-0.07825,51.515033
-0.108231,51.513928
-0.088203,51.518262
-0.09596,51.517534
-0.075196,51.512609
-0.108231,51.513928
-0.082458,51.517431
-0.08154,51.510806
-0.08154,51.510806
-0.090506,51.513524
-0.085355,51.510563
-0.092297,51.518949
-0.094628,51.514203
-0.100179,51.514158
-0.094628,51.514203
-0.083086,51.511407
-0.08162,51.516814
-0.091732,51.52108
-0.107147,51.51713
-0.107672,51.517678
-0.101055,51.513552
-0.078484,51.51768
-0.091732,51.52108
-0.094628,51.514203
-0.073254,51.512856
-0.084967,51.512598
-0.088473,51.518374
-0.09472,51.51442
-0.111974,51.513683
-0.084095,51.5169
-0.090203,51.511118
-0.108231,51.513928
-0.074958,51.514151
-0.081091,51.516014
-0.073254,51.512856
-0.073254,51.512856
-0.081832,51.514507
-0.082458,51.517431
-0.092321,51.513194
-0.076435,51.513627
-0.078856,51.518433
-0.080234,51.516855
-0.083972,51.510549
-0.088203,51.518262
-0.09172,51.513454
-0.086728,51.510477
-0.09721,51.523156
-0.100884,51.516966
-0.084284,51.510671
-0.1043,51.511761
-0.07608,51.511445
-0.091506,51.513037
-0.094468,51.521853
-0.086278,51.509876
-0.101055,51.513552
-0.096363,51.513377
-0.08162,51.516814
-0.078856,51.518433
-0.094464,51.512959
-0.076095,51.512462
-0.091151,51.514992
-0.1059,51.516966
-0.108231,51.513928
-0.100202,51.513268
-0.112939,51.518231
-0.086272,51.513114
-0.085014,51.509775
-0.084967,51.512598
-0.104281,51.516032
-0.090506,51.513524
-0.088766,51.51962
-0.078665,51.50995
-0.081281,51.512528
-0.077513,51.515075
-0.08904,51.512745
-0.084701,51.50932
-0.078484,51.51768
-0.108965,51.516386
-0.096363,51.513377
-0.07825,51.515033
-0.094094,51.515606
-0.086728,51.510477
-0.084105,51.515281
-0.083587,51.512171
-0.083972,51.510549
-0.083993,51.51144
-0.08162,51.516814
-0.086166,51.510828
-0.084967,51.512598
-0.082628,51.518189
-0.080234,51.516855
-0.075146,51.513435
-0.091151,51.514992
-0.083645,51.512504
-0.082913,51.513463
-0.07913,51.507808
-0.088393,51.511332
-0.082913,51.513463
-0.095892,51.516391
-0.076095,51.512462
-0.078484,51.51768
-0.080376,51.517244
-0.084618,51.512682
-0.094464,51.512959
-0.083296,51.517058
-0.102741,51.513885
-0.094959,51.522868
-0.093398,51.512951
-0.093398,51.512951
-0.079398,51.516508
-0.079283,51.511021
-0.083972,51.510549
-0.08162,51.516814
-0.112939,51.518231
-0.10791,51.515047
-0.084199,51.513394
-0.094468,51.521853
-0.074958,51.514151
-0.092077,51.512147
-0.08162,51.516814
-0.073515,51.510414
-0.109709,51.517909
-0.092865,51.510182
-0.080376,51.517244
-0.084967,51.512598
-0.077694,51.513171
-0.084701,51.50932
-0.073254,51.512856
-0.082965,51.516351
-0.084967,51.512598
-0.082628,51.518189
-0.082628,51.518189
-0.074896,51.514933
-0.089451,51.517032
-0.094628,51.514203
-0.081549,51.511625
-0.082628,51.518189
-0.079283,51.511021
-0.087153,51.51891
-0.08162,51.516814
-0.080376,51.517244
-0.086272,51.513114
-0.08778,51.508066
-0.104973,51.512887
-0.083993,51.51144
-0.080376,51.517244
-0.093493,51.513447
-0.080376,51.517244
-0.08162,51.516814
-0.08162,51.516814
-0.087118,51.513199
-0.101452,51.51265
-0.089451,51.517032
-0.080376,51.517244
-0.080376,51.517244
-0.113726,51.51104
-0.074901,51.506255
-0.080322,51.510651
-0.084199,51.513394
-0.077694,51.513171
-0.080376,51.517244
-0.08162,51.516814
-0.084967,51.512598
-0.075508,51.514763
-0.104494,51.509848
-0.084967,51.512598
-0.085257,51.5112
-0.084967,51.512598
-0.077224,51.516122
-0.080782,51.514804
-0.101452,51.51265
-0.076435,51.513627
-0.086624,51.511923
-0.08162,51.516814
-0.080376,51.517244
-0.08162,51.516814
-0.080376,51.517244
-0.104909,51.517912
-0.101274,51.512791
-0.084967,51.512598
-0.101274,51.512791
-0.079786,51.517576
-0.096814,51.512952
-0.08162,51.516814
-0.079786,51.517576
-0.089451,51.517032
-0.079786,51.517576
-0.088042,51.511794
-0.08162,51.516814
-0.084284,51.510671
-0.084284,51.510671
-0.096075,51.514766
-0.081549,51.511625
-0.094468,51.521853
-0.076592,51.514367
-0.092865,51.510182
-0.083993,51.51144
-0.097053,51.518262
-0.090203,51.511118
-0.093398,51.512951
-0.092865,51.510182
-0.100884,51.516966
-0.076435,51.513627
-0.088621,51.518619
-0.092297,51.518949
-0.098642,51.517146
-0.083242,51.512165
-0.083972,51.510549
-0.083296,51.517058
-0.095015,51.51322
-0.076031,51.509547
-0.101345,51.518709
-0.104494,51.509848
-0.094464,51.512959
-0.104909,51.517912
-0.094464,51.512959
-0.076435,51.513627
-0.074958,51.514151
-0.101452,51.51265
-0.08162,51.516814
-0.096075,51.514766
-0.085014,51.509775
-0.088766,51.51962
-0.079448,51.511554
-0.102741,51.513885
-0.084618,51.512682
-0.101452,51.51265
-0.083972,51.510549
-0.082965,51.516351
-0.091732,51.52108
-0.086272,51.513114
-0.092077,51.512147
-0.082722,51.518029
-0.109826,51.516814
-0.101452,51.51265
-0.083972,51.510549
-0.108231,51.513928
-0.090506,51.513524
-0.077777,51.518046
-0.090506,51.513524
-0.090506,51.513524
-0.083618,51.517288
-0.092719,51.512652
-0.086278,51.509876
-0.107672,51.517678
-0.107672,51.517678
-0.088075,51.512388
-0.081091,51.516014
-0.074958,51.514151
-0.092077,51.512147
-0.093933,51.519812
-0.093933,51.519812
-0.084201,51.510949
-0.098777,51.512526
-0.088203,51.518262
-0.112519,51.517568
-0.078488,51.517923
-0.094628,51.514203
-0.093257,51.51392
-0.081516,51.510014
-0.092321,51.513194
-0.084967,51.512598
-0.098886,51.519254
-0.109081,51.515327
-0.077777,51.518046
-0.083296,51.517058
-0.100632,51.515739
-0.102502,51.516165
-0.08162,51.516814
-0.086728,51.510477
-0.104621,51.512692
-0.082628,51.518189
-0.094094,51.515606
-0.084284,51.510671
-0.10293,51.518375
-0.100884,51.516966
-0.10293,51.518375
-0.096561,51.514513
-0.101959,51.513297
-0.084967,51.512598
-0.08107,51.51239
-0.084621,51.5102
-0.09596,51.517534
-0.08162,51.516814
-0.083972,51.510549
-0.089698,51.511812
-0.108231,51.513928
-0.103597,51.519312
-0.083972,51.510549
-0.087763,51.516393
-0.078488,51.517923
-0.086728,51.510477
-0.077578,51.510795
-0.086175,51.510945
-0.082458,51.517431
-0.088203,51.518262
-0.082458,51.517431
-0.07908,51.519615
-0.079786,51.517576
-0.094094,51.515606
-0.080728,51.511611
-0.087763,51.516393
-0.092077,51.512147
-0.101274,51.512791
-0.088614,51.516371
-0.086051,51.513569
-0.078856,51.518433
-0.078856,51.518433
-0.075508,51.514763
-0.08162,51.516814
-0.07627,51.515504
-0.08776,51.517149
-0.094464,51.512959
-0.079786,51.517576
-0.078488,51.517923
-0.101345,51.518709
-0.081516,51.510014
-0.090506,51.513524
-0.08162,51.516814
-0.07825,51.515033
-0.07825,51.515033
-0.087153,51.51891
-0.074958,51.514151
-0.11053,51.52419
-0.08162,51.516814
-0.112519,51.517568
-0.11071,51.513914
-0.079786,51.517576
-0.080244,51.511828
-0.088473,51.518374
-0.079448,51.511554
-0.076435,51.513627
-0.083972,51.510549
-0.085257,51.5112
-0.076113,51.511014
-0.102948,51.512719
-0.096363,51.513377
-0.096363,51.513377
-0.108965,51.516386
-0.089475,51.513355
-0.094231,51.511984
-0.084701,51.50932
-0.080034,51.513389
-0.102741,51.513885
-0.104001,51.513051
-0.097562,51.518864
-0.074901,51.506255
-0.082913,51.513463
-0.091494,51.510924
-0.091494,51.510924
-0.077578,51.510795
-0.091494,51.510924
-0.070437,51.51539
-0.079786,51.517576
-0.092865,51.510182
-0.093257,51.51392
-0.094482,51.512888
-0.079195,51.513798
-0.092321,51.513194
-0.084251,51.520059
-0.081516,51.510014
-0.083587,51.512171
-0.102812,51.517042
-0.092865,51.510182
-0.082913,51.513463
-0.10293,51.518375
-0.080376,51.517244
-0.076435,51.513627
-0.082628,51.518189
-0.097334,51.521567
-0.105134,51.513869
-0.099848,51.51935
-0.097053,51.518262
-0.078488,51.517923
-0.099848,51.51935
-0.086166,51.510828
-0.097053,51.518262
-0.097645,51.515142
-0.089838,51.516067
-0.096363,51.513377
-0.080034,51.513389
-0.084983,51.510494
-0.102948,51.512719
-0.079448,51.511554
-0.093465,51.514463
-0.079398,51.516508
-0.102502,51.516165
-0.080782,51.514804
-0.106214,51.513905
-0.110735,51.517836
-0.088393,51.511332
-0.077578,51.510795
-0.092297,51.518949
-0.085669,51.5151
-0.097601,51.520699
-0.079011,51.509614
-0.083386,51.509757
-0.083386,51.509757
-0.102794,51.515037
-0.102794,51.515037
-0.102794,51.515037
-0.079448,51.511554
-0.080376,51.517244
-0.101959,51.513297
-0.084967,51.512598
-0.087118,51.513199
-0.080376,51.517244
-0.104494,51.509848
-0.111132,51.51242
-0.077777,51.518046
-0.077224,51.516122
-0.080782,51.514804
-0.080782,51.514804
-0.096814,51.512952
-0.084967,51.512598
-0.082628,51.518189
-0.095037,51.510621
-0.07908,51.519615
-0.088843,51.509532
-0.104001,51.513051
-0.098777,51.512526
-0.086624,51.511923
-0.083972,51.510549
-0.0954,51.515753
-0.098777,51.512526
-0.080782,51.514804
-0.080782,51.514804
-0.089218,51.516057
-0.100179,51.514158
-0.084983,51.510494
-0.089218,51.516057
-0.096814,51.512952
-0.09071,51.513132
-0.096561,51.514513
-0.080376,51.517244
-0.083972,51.510549
-0.079398,51.516508
-0.080322,51.510651
-0.078484,51.51768
-0.094628,51.514203
-0.088,51.525183
-0.104001,51.513051
-0.082722,51.518029
-0.094628,51.514203
-0.092719,51.512652
-0.090506,51.513524
-0.080376,51.517244
-0.100632,51.515739
-0.074613,51.51206
-0.076113,51.511014
-0.076113,51.511014
-0.081549,51.511625
-0.082458,51.517431
-0.102721,51.515404
-0.084967,51.512598
-0.080665,51.509344
-0.092077,51.512147
-0.09472,51.51442
-0.081938,51.513007
-0.084967,51.512598
-0.088766,51.51962
-0.084967,51.512598
-0.088766,51.51962
-0.100179,51.514158
-0.106922,51.514204
-0.077224,51.516122
-0.079444,51.512678
-0.107485,51.516614
-0.081549,51.511625
-0.100974,51.51445
-0.084967,51.512598
-0.107672,51.517678
-0.068161,51.50993
-0.096363,51.513377
-0.091506,51.513037
-0.104909,51.517912
-0.088995,51.512088
-0.091494,51.510924
-0.07627,51.515504
-0.084967,51.512598
-0.10293,51.518375
-0.10791,51.515047
-0.094464,51.512959
-0.11071,51.513914
-0.109709,51.517909
-0.11071,51.513914
-0.11071,51.513914
-0.086278,51.509876
-0.094628,51.514203
-0.094482,51.512888
-0.084967,51.512598
-0.075146,51.513435
-0.104887,51.516347
-0.075146,51.513435
-0.081516,51.510014
-0.078127,51.512135
-0.104909,51.517912
-0.096511,51.511922
-0.105134,51.513869
-0.074793,51.511208
-0.108283,51.517526
-0.086175,51.510945
-0.095381,51.521391
-0.082965,51.516351
-0.078924,51.508587
-0.098777,51.512526
-0.077578,51.510795
-0.084967,51.512598
-0.084967,51.512598
-0.084967,51.512598
-0.07908,51.519615
-0.112939,51.518231
-0.104001,51.513051
-0.100179,51.514158
-0.094628,51.514203
-0.108231,51.513928
-0.104281,51.516032
-0.108231,51.513928
-0.098777,51.512526
-0.094628,51.514203
-0.088075,51.512388
-0.109709,51.517909
-0.106453,51.518207
-0.108965,51.516386
-0.073254,51.512856
-0.094464,51.512959
-0.10238,51.517728
-0.109709,51.517909
-0.10238,51.517728
-0.090506,51.513524
-0.08162,51.516814
-0.088621,51.518619
-0.111181,51.516476
-0.082913,51.513463
-0.079786,51.517576
-0.078856,51.518433
-0.078665,51.50995
-0.08162,51.516814
-0.088995,51.512088
-0.088075,51.512388
-0.078856,51.518433
-0.097962,51.519635
-0.092865,51.510182
-0.09586,51.52166
-0.109647,51.514887
-0.1059,51.516966
-0.097645,51.515142
-0.097053,51.518262
-0.100179,51.514158
-0.094959,51.522868
-0.076095,51.512462
-0.076095,51.512462
-0.094959,51.522868
-0.101794,51.516207
-0.094933,51.513129
-0.097645,51.515142
-0.078856,51.518433
-0.10668,51.515882
-0.084284,51.510671
-0.076095,51.512462
-0.076095,51.512462
-0.104252,51.516733
-0.105134,51.513869
-0.099818,51.519017
-0.080318,51.520678
-0.098062,51.517577
-0.097645,51.515142
-0.082913,51.513463
-0.094628,51.514203
-0.087086,51.512596
-0.094628,51.514203
-0.096363,51.513377
-0.100884,51.516966
-0.102741,51.513885
-0.081516,51.510014
-0.081516,51.510014
-0.102812,51.517042
-0.108231,51.513928
-0.102741,51.513885
-0.104244,51.512749
-0.084967,51.512598
-0.085149,51.517196
-0.077578,51.510795
-0.073152,51.512206
-0.098642,51.517146
-0.094231,51.511984
-0.093057,51.520085
-0.080376,51.517244
-0.092865,51.510182
-0.08162,51.516814
-0.080376,51.517244
-0.082458,51.517431
-0.09472,51.51442
-0.083972,51.510549
-0.093933,51.519812
-0.075146,51.513435
-0.100632,51.515739
-0.080376,51.517244
-0.093257,51.51392
-0.10668,51.515882
-0.079283,51.511021
-0.088621,51.518619
-0.106282,51.51191
-0.079283,51.511021
-0.088995,51.512088
-0.084199,51.513394
-0.07913,51.507808
-0.080952,51.514528
-0.076113,51.511014
-0.07627,51.515504
-0.075722,51.511053
-0.084284,51.510671
-0.084967,51.512598
-0.1043,51.511761
-0.080665,51.509344
-0.082458,51.517431
-0.079786,51.517576
-0.092297,51.518949
-0.092865,51.510182
-0.104252,51.516733
-0.076435,51.513627
-0.088042,51.511794
-0.07908,51.519615
-0.104281,51.516032
-0.105134,51.513869
-0.07908,51.519615
-0.104281,51.516032
-0.077578,51.510795
-0.109155,51.516668
-0.082628,51.518189
-0.084967,51.512598
-0.086728,51.510477
-0.092719,51.512652
-0.078488,51.517923
-0.079786,51.517576
-0.092719,51.512652
-0.086175,51.510945
-0.083386,51.509757
-0.096363,51.513377
-0.080446,51.516283
-0.094628,51.514203
-0.088203,51.518262
-0.097334,51.521567
-0.091151,51.514992
-0.100632,51.515739
-0.08909,51.513258
-0.086551,51.511616
-0.08162,51.516814
-0.077578,51.510795
-0.080376,51.517244
-0.081091,51.516014
-0.089698,51.511812
-0.077578,51.510795
-0.085669,51.5151
-0.096348,51.515472
-0.088843,51.509532
-0.087787,51.510647
-0.084967,51.512598
-0.07908,51.519615
-0.104909,51.517912
-0.078924,51.508587
-0.086728,51.510477
-0.088042,51.511794
-0.088233,51.515484
-0.096363,51.513377
-0.088042,51.511794
-0.079786,51.517576
-0.084105,51.515281
-0.083386,51.509757
-0.094468,51.521853
-0.094468,51.521853
-0.073894,51.508963
-0.091649,51.518938
-0.098777,51.512526
-0.0985,51.519526
-0.08154,51.510806
-0.080376,51.517244
-0.089698,51.511812
-0.109826,51.516814
-0.106453,51.518207
-0.09472,51.51442
-0.093933,51.519812
-0.079444,51.512678
-0.080665,51.509344
-0.086166,51.510828
-0.086278,51.509876
-0.092297,51.518949
-0.081516,51.510014
-0.08778,51.508066
-0.096363,51.513377
-0.085833,51.513952
-0.083972,51.510549
-0.098062,51.517577
-0.087118,51.513199
-0.107793,51.51545
-0.079786,51.517576
-0.07978,51.512243
-0.095914,51.520348
-0.079786,51.517576
-0.102721,51.515404
-0.097736,51.520206
-0.079786,51.517576
-0.084983,51.510494
-0.082965,51.516351
-0.092077,51.512147
-0.093398,51.512951
-0.083972,51.510549
-0.105134,51.513869
-0.091506,51.513037
-0.080665,51.509344
-0.08162,51.516814
-0.084967,51.512598
-0.079607,51.515657
-0.083242,51.512165
-0.083972,51.510549
-0.081091,51.516014
-0.080322,51.510651
-0.076853,51.511916
-0.080376,51.517244
-0.10328,51.514109
-0.086272,51.513114
-0.090804,51.51156
-0.080376,51.517244
-0.080376,51.517244
-0.079786,51.517576
-0.077392,51.516233
-0.080782,51.514804
-0.079786,51.517576
-0.113027,51.535974
-0.097601,51.520699
-0.097601,51.520699
-0.077224,51.516122
-0.077224,51.516122
-0.098886,51.519254
-0.098886,51.519254
-0.098886,51.519254
-0.101452,51.51265
-0.084967,51.512598
-0.083618,51.517288
-0.080376,51.517244
-0.095015,51.51322
-0.095015,51.51322
-0.101073,51.513453
-0.104494,51.509848
-0.086728,51.510477
-0.086728,51.510477
-0.07421,51.511711
-0.081281,51.512528
-0.081281,51.512528
-0.084967,51.512598
-0.076095,51.512462
-0.104494,51.509848
-0.112039,51.514547
-0.08162,51.516814
-0.084768,51.512882
-0.100748,51.515031
-0.092077,51.512147
-0.094482,51.512888
-0.09586,51.52166
-0.09586,51.52166
-0.102411,51.512117
-0.100179,51.514158
-0.079786,51.517576
-0.079786,51.517576
-0.080376,51.517244
-0.097645,51.515142
-0.092077,51.512147
-0.074901,51.506255
-0.08162,51.516814
-0.08162,51.516814
-0.112939,51.518231
-0.105134,51.513869
-0.084967,51.512598
-0.112939,51.518231
-0.082458,51.517431
-0.076437,51.51905
-0.095037,51.510621
-0.073849,51.514457
-0.092865,51.510182
-0.088393,51.511332
-0.07608,51.511445
-0.079398,51.516508
-0.092077,51.512147
-0.077777,51.518046
-0.101575,51.513857
-0.097053,51.518262
-0.094464,51.512959
-0.092865,51.510182
-0.092865,51.510182
-0.078484,51.51768
-0.097053,51.518262
-0.092865,51.510182
-0.078308,51.518091
-0.092719,51.512652
-0.102668,51.51356
-0.072156,51.514627
-0.083417,51.513148
-0.082628,51.518189
-0.097053,51.518262
-0.082458,51.517431
-0.084251,51.520059
-0.088203,51.518262
-0.085014,51.509775
-0.096363,51.513377
-0.090203,51.511118
-0.07913,51.507808
-0.088843,51.509532
-0.074901,51.506255
-0.097053,51.518262
-0.092865,51.510182
-0.078488,51.517923
-0.088473,51.518374
-0.086175,51.510945
-0.092321,51.513194
-0.092719,51.512652
-0.092865,51.510182
-0.084566,51.51769
-0.084768,51.512882
-0.086764,51.510307
-0.076435,51.513627
-0.084967,51.512598
-0.08162,51.516814
-0.082722,51.518029
-0.092628,51.51792
-0.083242,51.512165
-0.082458,51.517431
-0.085257,51.5112
-0.080376,51.517244
-0.104621,51.512692
-0.094464,51.512959
-0.082458,51.517431
-0.080376,51.517244
-0.077578,51.510795
-0.092268,51.514461
-0.081516,51.510014
-0.097562,51.518864
-0.080782,51.514804
-0.082458,51.517431
-0.08162,51.516814
-0.096363,51.513377
-0.084983,51.510494
-0.089451,51.517032
-0.084983,51.510494
-0.092865,51.510182
-0.098642,51.517146
-0.088075,51.512388
-0.090419,51.514917
-0.085833,51.513952
-0.084199,51.513394
-0.082512,51.512387
-0.08189,51.515173
-0.081549,51.511625
-0.08162,51.516814
-0.088552,51.510282
-0.088552,51.510282
-0.086764,51.510307
-0.102741,51.513885
-0.078856,51.518433
-0.083417,51.513148
-0.083417,51.513148
-0.081549,51.511625
-0.09596,51.517534
-0.076113,51.511014
-0.108418,51.513581
-0.08158,51.52051
-0.095892,51.516391
-0.098138,51.520609
-0.082965,51.516351
-0.084201,51.510949
-0.083972,51.510549
-0.097053,51.518262
-0.07627,51.515504
-0.086166,51.510828
-0.086278,51.509876
-0.096075,51.514766
-0.083972,51.510549
-0.096363,51.513377
-0.092865,51.510182
-0.092865,51.510182
-0.08162,51.516814
-0.087763,51.516393
-0.096363,51.513377
-0.084618,51.512682
-0.086278,51.509876
-0.080234,51.516855
-0.102721,51.515404
-0.088766,51.51962
-0.086272,51.513114
-0.08162,51.516814
-0.078994,51.514137
-0.078856,51.518433
-0.080376,51.517244
-0.080376,51.517244
-0.094959,51.522868
-0.083972,51.510549
-0.077451,51.515523
-0.096363,51.513377
-0.075146,51.513435
-0.079607,51.515657
-0.089536,51.516719
-0.104909,51.517912
-0.097053,51.518262
-0.096363,51.513377
-0.081091,51.516014
-0.080376,51.517244
-0.07908,51.519615
-0.083972,51.510549
-0.09204,51.515087
-0.084967,51.512598
-0.108018,51.511749
-0.097053,51.518262
-0.097053,51.518262
-0.08162,51.516814
-0.076435,51.513627
-0.089596,51.518743
-0.092321,51.513194
-0.084201,51.510949
-0.077694,51.513171
-0.077694,51.513171
-0.088843,51.509532
-0.080376,51.517244
-0.078856,51.518433
-0.08162,51.516814
-0.09586,51.52166
-0.086764,51.510307
-0.077224,51.516122
-0.077224,51.516122
-0.10132,51.519302
-0.097277,51.515307
-0.112939,51.518231
-0.080376,51.517244
-0.086764,51.510307
-0.107672,51.517678
-0.086166,51.510828
-0.07908,51.519615
-0.077578,51.510795
-0.084983,51.510494
-0.08162,51.516814
-0.08162,51.516814
